Timestamp,Service,Region,Hour,Usage_Amount,Cost
2026-03-02 02:00:00,Lambda,us-east-1,2,12.508514099701276,0.7704488642943915
2026-03-02 02:00:00,Lambda,eu-west-1,2,10.669642200062661,1.9978634467090264
2026-03-02 03:00:00,EC2,us-east-1,3,13.46736932278413,0.8682825919677023
2026-03-02 03:00:00,EC2,eu-west-1,3,18.996059038279196,2.329896602417915
2026-03-02 03:00:00,S3,us-east-1,3,49.77941569565381,7.701784926413146
2026-03-02 03:00:00,S3,eu-west-1,3,6.813623478415605,1.2097807708541637
2026-03-02 03:00:00,RDS,us-east-1,3,50.69245705393079,3.8369446462449877
2026-03-02 03:00:00,RDS,eu-west-1,3,6.547629829895874,0.757343402244834
2026-03-02 03:00:00,Lambda,us-east-1,3,1.2171980940305502,0.10677508681010767
2026-03-02 03:00:00,Lambda,eu-west-1,3,8.530658926845506,0.7538838752597941
2026-03-02 04:00:00,EC2,us-east-1,4,21.479492608353507,2.0529217543107707
2026-03-02 04:00:00,EC2,eu-west-1,4,54.51596815980204,7.526879735691204
2026-03-02 04:00:00,S3,us-east-1,4,7.550641683521486,0.39630766648356425
2026-03-02 04:00:00,S3,eu-west-1,4,23.858080956027848,2.6557609204530013
2026-03-02 04:00:00,RDS,us-east-1,4,4.772399446499392,0.37236417742112754
2026-03-02 04:00:00,RDS,eu-west-1,4,53.25389688300209,10.388119243046301
2026-03-02 04:00:00,Lambda,us-east-1,4,37.00079811010552,5.084256501649116
2026-03-02 04:00:00,Lambda,eu-west-1,4,11.313758598568107,2.038901316156967
2026-03-02 05:00:00,EC2,us-east-1,5,50.84737070352205,4.034916730212371
2026-03-02 05:00:00,EC2,eu-west-1,5,18.90475451420662,3.2422099179657726
2026-03-02 05:00:00,S3,us-east-1,5,47.53500405119395,5.334253099335967
2026-03-02 05:00:00,S3,eu-west-1,5,20.770485886990517,1.5921450483904787
2026-03-02 05:00:00,RDS,us-east-1,5,21.448315027599484,3.5215297884907057
2026-03-02 05:00:00,RDS,eu-west-1,5,14.280269448592628,2.346272041944237
2026-03-02 05:00:00,Lambda,us-east-1,5,32.35769350935765,6.4515800244653345
2026-03-02 05:00:00,Lambda,eu-west-1,5,22.67440605059426,3.7898135886373345
2026-03-02 06:00:00,EC2,us-east-1,6,36.343889172318484,2.609130972470611
2026-03-02 06:00:00,EC2,eu-west-1,6,5.505806077394587,0.541670623803059
2026-03-02 06:00:00,S3,us-east-1,6,58.80196110891774,6.924462348806678
2026-03-02 06:00:00,S3,eu-west-1,6,68.67436738967437,4.738388566020847
2026-03-02 06:00:00,RDS,us-east-1,6,27.307598832467527,4.593297768408881
2026-03-02 06:00:00,RDS,eu-west-1,6,89.90559962857338,11.598252162607267
2026-03-02 06:00:00,Lambda,us-east-1,6,76.72562484616718,14.705803740993115
2026-03-02 06:00:00,Lambda,eu-west-1,6,39.69587762299494,5.493759479249424
2026-03-02 07:00:00,EC2,us-east-1,7,72.66551443564202,9.332785359447014
2026-03-02 07:00:00,EC2,eu-west-1,7,60.512595729705616,3.6739479971391034
2026-03-02 07:00:00,S3,us-east-1,7,4.768680816423655,0.34526148360927855
2026-03-02 07:00:00,S3,eu-west-1,7,23.612080937421588,4.189465819321884
2026-03-02 07:00:00,RDS,us-east-1,7,48.811287390914664,9.693989849285375
2026-03-02 07:00:00,RDS,eu-west-1,7,84.023311197432,9.433874420610781
2026-03-02 07:00:00,Lambda,us-east-1,7,7.816964280112723,1.3407103110497625
2026-03-02 07:00:00,Lambda,eu-west-1,7,5.153147598081127,0.7427636925575618
2026-03-02 08:00:00,EC2,us-east-1,8,31.919569885137943,6.187892420749982
2026-03-02 08:00:00,EC2,eu-west-1,8,3.37725690791808,0.28950043891131577
2026-03-02 08:00:00,S3,us-east-1,8,31.08480688460037,4.0946574225144685
2026-03-02 08:00:00,S3,eu-west-1,8,43.72309033941872,4.867226991336423
2026-03-02 08:00:00,RDS,us-east-1,8,14.478515910459826,1.900412302019174
2026-03-02 08:00:00,RDS,eu-west-1,8,31.74101583938334,2.867125094620787
2026-03-02 08:00:00,Lambda,us-east-1,8,64.57695352432773,8.050287298707447
2026-03-02 08:00:00,Lambda,eu-west-1,8,21.431081540021708,3.080088369251405
2026-03-02 09:00:00,EC2,us-east-1,9,18.502657245217684,1.1505393119373786
2026-03-02 09:00:00,EC2,eu-west-1,9,33.818931980008934,5.460001913853333
2026-03-02 09:00:00,S3,us-east-1,9,14.469498594790961,2.256929883135129
2026-03-02 09:00:00,S3,eu-west-1,9,125.96863312979343,22.934937744026676
2026-03-02 09:00:00,RDS,us-east-1,9,37.79907583864971,4.304501406669872
2026-03-02 09:00:00,RDS,eu-west-1,9,20.232581130491255,1.198787915855708
2026-03-02 09:00:00,Lambda,us-east-1,9,43.225239274486235,5.153277121399859
2026-03-02 09:00:00,Lambda,eu-west-1,9,33.67641005184328,2.3789479383801546
2026-03-02 10:00:00,EC2,us-east-1,10,33.06195079115044,4.863975742839346
2026-03-02 10:00:00,EC2,eu-west-1,10,25.347700864342265,1.4465864094612437
2026-03-02 10:00:00,S3,us-east-1,10,24.330629714197336,2.5814666968648536
2026-03-02 10:00:00,S3,eu-west-1,10,8.89708809280815,0.555413489496429
2026-03-02 10:00:00,RDS,us-east-1,10,97.65392905513481,4.932008279856311
2026-03-02 10:00:00,RDS,eu-west-1,10,59.79662888950149,11.605544021191069
2026-03-02 10:00:00,Lambda,us-east-1,10,49.725481964683965,9.91621097005559
2026-03-02 10:00:00,Lambda,eu-west-1,10,35.65411051159858,4.753600069095098
2026-03-02 11:00:00,EC2,us-east-1,11,17.56705524630655,1.5080153549283957
2026-03-02 11:00:00,EC2,eu-west-1,11,21.416509873672812,3.997709721339601
2026-03-02 11:00:00,S3,us-east-1,11,10.413052987088985,1.96239699851082
2026-03-02 11:00:00,S3,eu-west-1,11,23.76023446251048,4.233511463802898
2026-03-02 11:00:00,RDS,us-east-1,11,15.387731108110085,2.025879397282841
2026-03-02 11:00:00,RDS,eu-west-1,11,121.60334785018732,7.442772320999409
2026-03-02 11:00:00,Lambda,us-east-1,11,76.03965873208686,4.810712816883823
2026-03-02 11:00:00,Lambda,eu-west-1,11,43.611311054823936,8.045980221718219
2026-03-02 12:00:00,EC2,us-east-1,12,19.59235433789415,3.5535442069981285
2026-03-02 12:00:00,EC2,eu-west-1,12,16.3549720877713,1.8834318371930827
2026-03-02 12:00:00,S3,us-east-1,12,35.8204732570615,3.5542217285235482
2026-03-02 12:00:00,S3,eu-west-1,12,79.27710819125926,11.623497665439269
2026-03-02 12:00:00,RDS,us-east-1,12,10.866004874912079,1.8586104907065784
2026-03-02 12:00:00,RDS,eu-west-1,12,62.60550964940115,10.001401787462079
2026-03-02 12:00:00,Lambda,us-east-1,12,23.99751495792128,3.415816854997881
2026-03-02 12:00:00,Lambda,eu-west-1,12,27.839284926655267,2.3587295358278455
2026-03-02 13:00:00,EC2,us-east-1,13,42.66288110211962,3.813026158749606
2026-03-02 13:00:00,EC2,eu-west-1,13,19.915156862008846,3.1587454637076777
2026-03-02 13:00:00,S3,us-east-1,13,33.95152566299633,5.785101560868044
2026-03-02 13:00:00,S3,eu-west-1,13,18.448045804506496,1.2437723806617567
2026-03-02 13:00:00,RDS,us-east-1,13,25.335955331214226,1.978600211733004
2026-03-02 13:00:00,RDS,eu-west-1,13,70.141874337448,10.666512659874723
2026-03-02 13:00:00,Lambda,us-east-1,13,44.34280119315334,4.804453296914792
2026-03-02 13:00:00,Lambda,eu-west-1,13,69.9599882282876,9.409193765918333
2026-03-02 14:00:00,EC2,us-east-1,14,22.459097660187787,3.1941832427048893
2026-03-02 14:00:00,EC2,eu-west-1,14,59.55673284495846,9.912058022253564
2026-03-02 14:00:00,S3,us-east-1,14,7.684863465170482,1.3130168869334635
2026-03-02 14:00:00,S3,eu-west-1,14,40.92083467979637,3.7653075560061824
2026-03-02 14:00:00,RDS,us-east-1,14,62.33271462864046,8.177709911430362
2026-03-02 14:00:00,RDS,eu-west-1,14,7.34125761531768,0.503086039028171
2026-03-02 14:00:00,Lambda,us-east-1,14,22.686264689289022,3.9996400828847922
2026-03-02 14:00:00,Lambda,eu-west-1,14,40.8993522344717,7.231708565593177
2026-03-02 15:00:00,EC2,us-east-1,15,73.55317134500636,6.982097887506771
2026-03-02 15:00:00,EC2,eu-west-1,15,22.6742522973627,1.6800040809394532
2026-03-02 15:00:00,S3,us-east-1,15,54.04037918352974,3.2701868999150276
2026-03-02 15:00:00,S3,eu-west-1,15,95.04629236339026,12.949721468168088
2026-03-02 15:00:00,RDS,us-east-1,15,55.79965074174082,3.555230947631158
2026-03-02 15:00:00,RDS,eu-west-1,15,31.29762437729956,4.760031488874293
2026-03-02 15:00:00,Lambda,us-east-1,15,48.406201118928806,7.344138498823581
2026-03-02 15:00:00,Lambda,eu-west-1,15,22.119700092069202,3.1431676005122697
2026-03-02 16:00:00,EC2,us-east-1,16,35.6194298209064,6.464359283028968
2026-03-02 16:00:00,EC2,eu-west-1,16,29.47316894669357,3.1460280622463754
2026-03-02 16:00:00,S3,us-east-1,16,42.83211162080357,7.938522302294944
2026-03-02 16:00:00,S3,eu-west-1,16,23.789575930657154,1.3212446264227404
2026-03-02 16:00:00,RDS,us-east-1,16,44.59054190615447,2.983711374575915
2026-03-02 16:00:00,RDS,eu-west-1,16,23.602270836350744,2.6394616408391287
2026-03-02 16:00:00,Lambda,us-east-1,16,61.26403145456977,8.521762619838231
2026-03-02 16:00:00,Lambda,eu-west-1,16,25.604167575641362,1.4045510626644269
2026-03-02 17:00:00,EC2,us-east-1,17,3.117029954625384,0.42115803443873717
2026-03-02 17:00:00,EC2,eu-west-1,17,11.864790514136937,1.140322020127277
2026-03-02 17:00:00,S3,us-east-1,17,29.733855194946287,5.443436967767681
